question_id,desc_id,given_info,question,answer,meta,reasoning
129,cholesterol-IV-det-counterfactual-model172-spec0-q0,We know that confounder active or assignment of drug treatment causes taking of all assigned drugs. confounder active and taking of all assigned drugs causes low cholesterol. We observed the patient is not assigned the drug treatment and confounder inactive.,Would the patient has low cholesterol if not taking of any assigned drugs instead of taking of all assigned drugs?,no,"{'story_id': 'cholesterol', 'graph_id': 'IV', 'given_info': {'V2': 0, 'V1': 0}, 'formal_form': 'Y_{X=0} = 1 | V2=0, V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 1, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 172}","{'step0': 'Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = cholesterol level.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=0} = 1 | V2=0, V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV1 = 0\nX = V1 or V2\nY = V1 and X', 'step5': 'Y = 0 = 0 and 0', 'end': '0'}"
130,cholesterol-IV-det-counterfactual-model172-spec0-q1,We know that confounder active or assignment of drug treatment causes taking of all assigned drugs. confounder active and taking of all assigned drugs causes low cholesterol. We observed the patient is not assigned the drug treatment and confounder inactive.,Would the patient has high cholesterol if not taking of any assigned drugs instead of taking of all assigned drugs?,yes,"{'story_id': 'cholesterol', 'graph_id': 'IV', 'given_info': {'V2': 0, 'V1': 0}, 'formal_form': 'Y_{X=0} = 0 | V2=0, V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 172}","{'step0': 'Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = cholesterol level.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=0} = 0 | V2=0, V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV1 = 0\nX = V1 or V2\nY = V1 and X', 'step5': 'Y = 0 = 0 and 0', 'end': '1'}"
131,cholesterol-IV-det-counterfactual-model172-spec0-q2,We know that confounder active or assignment of drug treatment causes taking of all assigned drugs. confounder active and taking of all assigned drugs causes low cholesterol. We observed the patient is not assigned the drug treatment and confounder inactive.,Would the patient has low cholesterol if taking of all assigned drugs instead of not taking of any assigned drugs?,no,"{'story_id': 'cholesterol', 'graph_id': 'IV', 'given_info': {'V2': 0, 'V1': 0}, 'formal_form': 'Y_{X=1} = 1 | V2=0, V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 172}","{'step0': 'Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = cholesterol level.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=1} = 1 | V2=0, V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV1 = 0\nX = V1 or V2\nY = V1 and X', 'step5': 'Y = 0 = 0 and 1', 'end': '0'}"
132,cholesterol-IV-det-counterfactual-model172-spec0-q3,We know that confounder active or assignment of drug treatment causes taking of all assigned drugs. confounder active and taking of all assigned drugs causes low cholesterol. We observed the patient is not assigned the drug treatment and confounder inactive.,Would the patient has high cholesterol if taking of all assigned drugs instead of not taking of any assigned drugs?,yes,"{'story_id': 'cholesterol', 'graph_id': 'IV', 'given_info': {'V2': 0, 'V1': 0}, 'formal_form': 'Y_{X=1} = 0 | V2=0, V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 172}","{'step0': 'Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = cholesterol level.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=1} = 0 | V2=0, V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV1 = 0\nX = V1 or V2\nY = V1 and X', 'step5': 'Y = 0 = 0 and 1', 'end': '1'}"
133,cholesterol-IV-det-counterfactual-model172-spec0-q4,We know that confounder active or assignment of drug treatment causes taking of all assigned drugs. confounder active and taking of all assigned drugs causes low cholesterol. We observed the patient is not assigned the drug treatment and confounder active.,Would the patient has low cholesterol if not taking of any assigned drugs instead of taking of all assigned drugs?,no,"{'story_id': 'cholesterol', 'graph_id': 'IV', 'given_info': {'V2': 0, 'V1': 1}, 'formal_form': 'Y_{X=0} = 1 | V2=0, V1=1', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 1, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 172}","{'step0': 'Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = cholesterol level.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=0} = 1 | V2=0, V1=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV1 = 1\nX = V1 or V2\nY = V1 and X', 'step5': 'Y = 0 = 1 and 0', 'end': '0'}"
134,cholesterol-IV-det-counterfactual-model172-spec0-q5,We know that confounder active or assignment of drug treatment causes taking of all assigned drugs. confounder active and taking of all assigned drugs causes low cholesterol. We observed the patient is not assigned the drug treatment and confounder active.,Would the patient has high cholesterol if not taking of any assigned drugs instead of taking of all assigned drugs?,yes,"{'story_id': 'cholesterol', 'graph_id': 'IV', 'given_info': {'V2': 0, 'V1': 1}, 'formal_form': 'Y_{X=0} = 0 | V2=0, V1=1', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 172}","{'step0': 'Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = cholesterol level.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=0} = 0 | V2=0, V1=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV1 = 1\nX = V1 or V2\nY = V1 and X', 'step5': 'Y = 0 = 1 and 0', 'end': '1'}"
135,cholesterol-IV-det-counterfactual-model172-spec0-q6,We know that confounder active or assignment of drug treatment causes taking of all assigned drugs. confounder active and taking of all assigned drugs causes low cholesterol. We observed the patient is not assigned the drug treatment and confounder active.,Would the patient has low cholesterol if taking of all assigned drugs instead of not taking of any assigned drugs?,yes,"{'story_id': 'cholesterol', 'graph_id': 'IV', 'given_info': {'V2': 0, 'V1': 1}, 'formal_form': 'Y_{X=1} = 1 | V2=0, V1=1', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 172}","{'step0': 'Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = cholesterol level.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=1} = 1 | V2=0, V1=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV1 = 1\nX = V1 or V2\nY = V1 and X', 'step5': 'Y = 1 = 1 and 1', 'end': '1'}"
136,cholesterol-IV-det-counterfactual-model172-spec0-q7,We know that confounder active or assignment of drug treatment causes taking of all assigned drugs. confounder active and taking of all assigned drugs causes low cholesterol. We observed the patient is not assigned the drug treatment and confounder active.,Would the patient has high cholesterol if taking of all assigned drugs instead of not taking of any assigned drugs?,no,"{'story_id': 'cholesterol', 'graph_id': 'IV', 'given_info': {'V2': 0, 'V1': 1}, 'formal_form': 'Y_{X=1} = 0 | V2=0, V1=1', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 0, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 172}","{'step0': 'Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = cholesterol level.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=1} = 0 | V2=0, V1=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV1 = 1\nX = V1 or V2\nY = V1 and X', 'step5': 'Y = 1 = 1 and 1', 'end': '0'}"
137,cholesterol-IV-det-counterfactual-model172-spec0-q8,We know that confounder active or assignment of drug treatment causes taking of all assigned drugs. confounder active and taking of all assigned drugs causes low cholesterol. We observed the patient is assigned the treatment and confounder inactive.,Would the patient has low cholesterol if not taking of any assigned drugs instead of taking of all assigned drugs?,no,"{'story_id': 'cholesterol', 'graph_id': 'IV', 'given_info': {'V2': 1, 'V1': 0}, 'formal_form': 'Y_{X=0} = 1 | V2=1, V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 1, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 172}","{'step0': 'Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = cholesterol level.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=0} = 1 | V2=1, V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV1 = 0\nX = V1 or V2\nY = V1 and X', 'step5': 'Y = 0 = 0 and 0', 'end': '0'}"
138,cholesterol-IV-det-counterfactual-model172-spec0-q9,We know that confounder active or assignment of drug treatment causes taking of all assigned drugs. confounder active and taking of all assigned drugs causes low cholesterol. We observed the patient is assigned the treatment and confounder inactive.,Would the patient has high cholesterol if not taking of any assigned drugs instead of taking of all assigned drugs?,yes,"{'story_id': 'cholesterol', 'graph_id': 'IV', 'given_info': {'V2': 1, 'V1': 0}, 'formal_form': 'Y_{X=0} = 0 | V2=1, V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 172}","{'step0': 'Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = cholesterol level.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=0} = 0 | V2=1, V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV1 = 0\nX = V1 or V2\nY = V1 and X', 'step5': 'Y = 0 = 0 and 0', 'end': '1'}"
139,cholesterol-IV-det-counterfactual-model172-spec0-q10,We know that confounder active or assignment of drug treatment causes taking of all assigned drugs. confounder active and taking of all assigned drugs causes low cholesterol. We observed the patient is assigned the treatment and confounder inactive.,Would the patient has low cholesterol if taking of all assigned drugs instead of not taking of any assigned drugs?,no,"{'story_id': 'cholesterol', 'graph_id': 'IV', 'given_info': {'V2': 1, 'V1': 0}, 'formal_form': 'Y_{X=1} = 1 | V2=1, V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 172}","{'step0': 'Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = cholesterol level.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=1} = 1 | V2=1, V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV1 = 0\nX = V1 or V2\nY = V1 and X', 'step5': 'Y = 0 = 0 and 1', 'end': '0'}"
140,cholesterol-IV-det-counterfactual-model172-spec0-q11,We know that confounder active or assignment of drug treatment causes taking of all assigned drugs. confounder active and taking of all assigned drugs causes low cholesterol. We observed the patient is assigned the treatment and confounder inactive.,Would the patient has high cholesterol if taking of all assigned drugs instead of not taking of any assigned drugs?,yes,"{'story_id': 'cholesterol', 'graph_id': 'IV', 'given_info': {'V2': 1, 'V1': 0}, 'formal_form': 'Y_{X=1} = 0 | V2=1, V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 172}","{'step0': 'Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = cholesterol level.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=1} = 0 | V2=1, V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV1 = 0\nX = V1 or V2\nY = V1 and X', 'step5': 'Y = 0 = 0 and 1', 'end': '1'}"
141,cholesterol-IV-det-counterfactual-model172-spec0-q12,We know that confounder active or assignment of drug treatment causes taking of all assigned drugs. confounder active and taking of all assigned drugs causes low cholesterol. We observed the patient is assigned the treatment and confounder active.,Would the patient has low cholesterol if not taking of any assigned drugs instead of taking of all assigned drugs?,no,"{'story_id': 'cholesterol', 'graph_id': 'IV', 'given_info': {'V2': 1, 'V1': 1}, 'formal_form': 'Y_{X=0} = 1 | V2=1, V1=1', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 1, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 172}","{'step0': 'Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = cholesterol level.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=0} = 1 | V2=1, V1=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV1 = 1\nX = V1 or V2\nY = V1 and X', 'step5': 'Y = 0 = 1 and 0', 'end': '0'}"
142,cholesterol-IV-det-counterfactual-model172-spec0-q13,We know that confounder active or assignment of drug treatment causes taking of all assigned drugs. confounder active and taking of all assigned drugs causes low cholesterol. We observed the patient is assigned the treatment and confounder active.,Would the patient has high cholesterol if not taking of any assigned drugs instead of taking of all assigned drugs?,yes,"{'story_id': 'cholesterol', 'graph_id': 'IV', 'given_info': {'V2': 1, 'V1': 1}, 'formal_form': 'Y_{X=0} = 0 | V2=1, V1=1', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 172}","{'step0': 'Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = cholesterol level.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=0} = 0 | V2=1, V1=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV1 = 1\nX = V1 or V2\nY = V1 and X', 'step5': 'Y = 0 = 1 and 0', 'end': '1'}"
143,cholesterol-IV-det-counterfactual-model172-spec0-q14,We know that confounder active or assignment of drug treatment causes taking of all assigned drugs. confounder active and taking of all assigned drugs causes low cholesterol. We observed the patient is assigned the treatment and confounder active.,Would the patient has low cholesterol if taking of all assigned drugs instead of not taking of any assigned drugs?,yes,"{'story_id': 'cholesterol', 'graph_id': 'IV', 'given_info': {'V2': 1, 'V1': 1}, 'formal_form': 'Y_{X=1} = 1 | V2=1, V1=1', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 172}","{'step0': 'Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = cholesterol level.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=1} = 1 | V2=1, V1=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV1 = 1\nX = V1 or V2\nY = V1 and X', 'step5': 'Y = 1 = 1 and 1', 'end': '1'}"
144,cholesterol-IV-det-counterfactual-model172-spec0-q15,We know that confounder active or assignment of drug treatment causes taking of all assigned drugs. confounder active and taking of all assigned drugs causes low cholesterol. We observed the patient is assigned the treatment and confounder active.,Would the patient has high cholesterol if taking of all assigned drugs instead of not taking of any assigned drugs?,no,"{'story_id': 'cholesterol', 'graph_id': 'IV', 'given_info': {'V2': 1, 'V1': 1}, 'formal_form': 'Y_{X=1} = 0 | V2=1, V1=1', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 0, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 172}","{'step0': 'Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = cholesterol level.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=1} = 0 | V2=1, V1=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV1 = 1\nX = V1 or V2\nY = V1 and X', 'step5': 'Y = 1 = 1 and 1', 'end': '0'}"
145,cholesterol-IV-det-counterfactual-model173-spec1-q0,We know that confounder active or assignment of drug treatment causes taking of all assigned drugs. confounder active or taking of all assigned drugs causes low cholesterol. We observed the patient is not assigned the drug treatment and confounder inactive.,Would the patient has low cholesterol if not taking of any assigned drugs instead of taking of all assigned drugs?,no,"{'story_id': 'cholesterol', 'graph_id': 'IV', 'given_info': {'V2': 0, 'V1': 0}, 'formal_form': 'Y_{X=0} = 1 | V2=0, V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 1, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 173}","{'step0': 'Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = cholesterol level.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=0} = 1 | V2=0, V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV1 = 0\nX = V1 or V2\nY = V1 or X', 'step5': 'Y = 0 = 0 or 0', 'end': '0'}"
146,cholesterol-IV-det-counterfactual-model173-spec1-q1,We know that confounder active or assignment of drug treatment causes taking of all assigned drugs. confounder active or taking of all assigned drugs causes low cholesterol. We observed the patient is not assigned the drug treatment and confounder inactive.,Would the patient has high cholesterol if not taking of any assigned drugs instead of taking of all assigned drugs?,yes,"{'story_id': 'cholesterol', 'graph_id': 'IV', 'given_info': {'V2': 0, 'V1': 0}, 'formal_form': 'Y_{X=0} = 0 | V2=0, V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 173}","{'step0': 'Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = cholesterol level.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=0} = 0 | V2=0, V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV1 = 0\nX = V1 or V2\nY = V1 or X', 'step5': 'Y = 0 = 0 or 0', 'end': '1'}"
